index,accident_id,STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,TRLR1VIN,TRLR2VIN,TRLR3VIN,DEATHS,DR_DRINK,VINTYPE,VINMAKE,VINA_MOD,VIN_BT,VINMODYR,VIN_LNGT,VIN_WGT,WGTCD_TR,WHLBS_LG,WHLBS_SH,SER_TR,FUELCODE,MCYCL_DS,CARBUR,CYLINDER,DISPLACE,MCYCL_CY,MCYCL_WT,TIRE_SZE,TON_RAT,TRK_WT,TRKWTVAR,VIN_REST,WHLDRWHL,Year
0,2016040001,4,40001,1,1,5,2,1,13,54,1,0,1,0,4,2,12,481,12481,31,2006,1FTRW12W86KC,1,F,T,R,W,1,2,W,8,6,K,C,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,999,0,1,5,0,6,2,1,0,0,0,1,4,85128,0,0,0,0,0,0,69,200,0,0,1,0,0,9,2012,9,2012,4,58,0,0,0,1,2,0,1,1,8,1,0,0,1,13,99,5,4,2,No Trailing Units,No Trailing Units,No Trailing Units,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
1,2016040002,4,40002,1,1,99,2,1,21,26,8,0,1,1,99,9,99,999,99999,99,9999,Unknown,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,99,9,5,8,99,99,0,1,99,99999,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,5,5,35,1,1,8,1,0,0,1,80,99,9,1,13,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
2,2016040003,4,40003,1,1,6,3,1,6,56,1,0,1,0,4,1,37,31,37031,4,2015,19XFB2F54FE1,1,9,X,F,B,2,F,5,4,F,E,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,0,6,2,1,0,0,0,1,4,85706,0,0,0,0,0,0,66,110,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,75,1,1,2,1,0,0,1,12,99,3,4,2,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
3,2016040004,4,40004,1,2,2,7,1,22,22,12,6,1,0,20,2,24,5,24005,4,2001,1G8JU52F61Y5,1,G,8,J,U,5,2,F,6,1,Y,5,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,83,6,2,12,0,0,0,1,20,67209,6,1,0,0,3,0,71,150,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,5,55,1,1,1,2,3,3,11,15,99,1,1,68,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
4,2016040004,4,40004,2,2,3,7,1,22,22,12,6,1,0,4,2,55,402,55402,14,2006,KM8JN12D46U3,K,M,8,J,N,1,2,D,4,6,U,3,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,4,85710,6,1,0,0,3,0,66,140,1,2,0,0,1,7,2012,5,2013,9,99,99,99,99,2,3,55,1,1,1,2,3,3,1,62,99,1,1,69,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
5,2016040005,4,40005,1,2,1,10,1,1,1,12,2,1,0,4,1,2,404,2404,14,2004,1J4GX48S34C2,1,J,4,G,X,4,8,S,3,4,C,2,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,1,1,4,85051,6,1,0,0,3,0,78,180,1,7,0,1,2,12,2012,11,2015,0,51,0,0,0,3,3,65,1,1,2,1,0,0,1,54,99,1,1,52,No Trailing Units,No Trailing Units,No Trailing Units,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
6,2016040005,4,40005,2,2,1,10,1,1,1,12,2,1,0,4,1,49,482,49482,31,2015,5TFUW5F11FX4,5,T,F,U,W,5,F,1,1,F,X,4,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,1,1,12,6,2,12,0,0,0,1,4,85041,6,1,0,0,3,0,75,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,65,1,1,2,1,0,0,1,54,99,1,1,52,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
7,2016040006,4,40006,1,1,2,9,1,18,34,8,0,1,0,4,1,34,34,34034,4,2008,WBAVA37588NL,W,B,A,V,A,3,7,5,8,8,N,L,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,62,2,3,8,0,0,0,1,4,85053,6,1,0,0,3,0,61,120,3,7,0,9,2,2,2011,12,2015,0,0,0,0,0,5,7,45,1,1,8,1,0,0,1,80,99,1,1,13,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
8,2016040007,4,40007,1,1,3,10,1,1,32,33,0,1,0,4,1,49,32,49032,4,1996,1NXBB02E3TZ3,1,N,X,B,B,0,2,E,3,T,Z,3,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,12,6,2,30,0,0,0,1,4,85367,6,1,0,0,3,0,66,150,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,45,3,1,8,1,3,3,14,13,99,1,4,1,No Trailing Units,No Trailing Units,No Trailing Units,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
9,2016040008,4,40008,1,1,3,11,1,19,49,5,0,1,0,4,3,12,461,12461,21,2003,1FDWE35F83HA,1,F,D,W,E,3,5,F,8,3,H,A,0,0,4,37194,0437194,2,1,1,1,0,0,0,0,0,6,8,65,0,0,0,0,0,5,5,0,0,0,1,4,85546,6,1,0,0,3,0,75,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,1,1,2,1,0,0,1,98,99,9,1,0,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
10,2016040009,4,40009,1,1,5,13,1,21,22,23,0,1,0,4,1,38,402,38402,14,2001,4S2CK58W7143,4,S,2,C,K,5,8,W,7,1,4,3,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,1,3,12,6,2,58,0,0,1,1,48,78660,6,1,0,0,3,0,64,132,1,3,0,0,0,10,2011,10,2015,9,99,99,99,99,6,2,65,1,5,8,1,21,3,99,14,99,9,4,14,No Trailing Units,No Trailing Units,No Trailing Units,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
11,2016040010,4,40010,1,1,1,14,1,20,44,8,0,1,0,4,3,20,481,20481,40,2015,1GB3CYCGXFF5,1,G,B,3,C,Y,C,G,X,F,F,5,0,0,88,None,None,2,1,1,1,0,0,0,0,0,0,0,25,0,0,0,98,0,5,8,0,0,0,1,4,85234,6,1,0,0,3,0,68,185,0,1,0,1,0,7,2013,7,2014,0,0,0,0,0,1,2,25,1,1,8,1,0,0,1,80,99,1,1,13,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
12,2016040011,4,40011,1,1,1,15,1,2,23,1,0,1,0,4,2,2,403,2403,14,1995,1J4FY29S4SP2,1,J,4,F,Y,2,9,S,4,S,P,2,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,0,6,2,1,0,0,0,1,4,85308,6,1,0,0,3,0,69,200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,65,2,6,2,1,0,0,14,9,7,1,4,2,No Trailing Units,No Trailing Units,No Trailing Units,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
13,2016040012,4,40012,1,1,2,17,1,11,59,24,0,1,0,20,2,63,34,63034,4,2016,5XXGN4A74GG3,5,X,X,G,N,4,A,7,4,G,G,3,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,62,6,2,2,0,0,1,1,4,85365,0,0,0,0,0,0,63,148,0,0,0,0,0,0,0,0,0,0,85,0,0,0,2,2,75,1,1,2,1,0,0,1,61,6,9,4,8,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
14,2016040013,4,40013,1,2,2,18,1,1,48,12,1,1,1,6,2,34,35,34035,4,2008,WBANW13568CZ,W,B,A,N,W,1,3,5,6,8,C,Z,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,90,0,0,0,12,6,2,12,0,0,0,1,4,85040,6,1,0,0,3,0,64,155,2,3,0,1,2,1,2014,11,2015,4,91,0,0,0,5,5,40,1,1,8,1,0,0,1,51,99,1,1,24,No Trailing Units,No Trailing Units,No Trailing Units,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
15,2016040013,4,40013,2,2,2,18,1,1,48,12,1,1,0,6,2,63,37,63037,6,2011,KNDJT2A22B73,K,N,D,J,T,2,A,2,2,B,7,3,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,6,6,2,12,0,0,0,1,4,85339,0,0,0,0,0,0,66,135,0,1,0,1,0,5,2015,5,2015,0,0,0,0,0,5,5,40,1,1,8,1,0,0,1,53,99,1,1,25,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
16,2016040014,4,40014,1,1,1,19,1,17,7,8,0,1,0,4,1,12,25,12025,6,2013,2FMGK5D81DBD,2,F,M,G,K,5,D,8,1,D,B,D,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,12,2,5,8,0,0,0,1,4,85203,6,1,0,0,3,0,71,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,1,8,1,0,0,1,80,99,1,1,13,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
17,2016040015,4,40015,1,2,2,22,1,19,38,12,99,1,0,4,2,20,481,20481,31,2008,1GCEC14C78Z1,1,G,C,E,C,1,4,C,7,8,Z,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,12,0,0,1,1,4,85745,1,1,0,0,2,0,67,180,0,0,0,1,0,10,2011,10,2011,0,38,91,0,0,2,4,35,1,2,2,1,3,3,11,15,99,1,1,68,No Trailing Units,No Trailing Units,No Trailing Units,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
18,2016040015,4,40015,2,2,1,22,1,19,38,12,99,1,0,4,1,34,706,34706,80,2002,WB10495A12ZE,W,B,1,0,4,9,5,A,1,2,Z,E,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,98,6,2,12,0,0,1,1,4,85718,6,1,0,0,3,0,70,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,35,1,6,2,1,3,3,1,62,99,9,3,69,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
19,2016040016,4,40016,1,1,1,22,1,21,29,38,0,1,0,4,2,76,705,76705,80,2005,JYARJ06E05A0,J,Y,A,R,J,0,6,E,0,5,A,0,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,48,0,0,0,12,6,2,38,0,0,0,1,4,85392,6,1,0,0,2,0,71,188,0,0,0,1,2,10,2012,4,2014,4,24,0,0,0,1,2,25,3,1,2,1,0,0,14,9,99,9,4,2,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
20,2016040017,4,40017,1,3,1,23,1,20,23,12,1,1,0,4,1,55,33,55033,4,2013,5NPEC4AC1DH7,5,N,P,E,C,4,A,C,1,D,H,7,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,4,85248,6,1,0,0,3,0,73,280,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,65,1,1,2,1,0,0,1,50,99,9,1,20,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
21,2016040017,4,40017,2,3,1,23,1,20,23,12,1,1,0,4,1,72,706,72706,80,2012,1HD1CT315CC4,1,H,D,1,C,T,3,1,5,C,C,4,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,4,85296,6,1,0,0,3,0,66,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,1,2,1,0,0,5,53,1,1,1,21,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
22,2016040017,4,40017,3,3,4,23,1,20,23,12,1,1,0,4,1,37,31,37031,4,2003,2HGES165X3H6,2,H,G,E,S,1,6,5,X,3,H,6,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,1,4,85295,6,1,0,0,3,0,70,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,65,1,1,2,1,0,0,5,50,1,1,1,98,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
23,2016040018,4,40018,1,1,1,24,1,11,45,9,0,1,0,4,1,49,43,49043,4,2002,4T1BF28B62U2,4,T,1,B,F,2,8,B,6,2,U,2,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,12,4,3,9,0,0,0,1,4,85718,6,1,0,0,3,0,70,147,0,0,0,0,0,0,0,0,0,0,38,0,0,0,4,1,45,2,6,8,1,21,3,10,83,99,1,4,13,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
24,2016040019,4,40019,1,1,2,24,1,15,41,33,0,1,0,4,1,98,709,98709,80,2014,Not Reported,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,33,0,0,0,1,4,85326,6,1,0,0,3,0,72,210,1,0,0,0,1,3,2015,8,2015,4,0,0,0,0,2,2,35,2,1,2,1,0,0,14,12,99,1,4,6,No Trailing Units,No Trailing Units,No Trailing Units,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
25,2016040020,4,40020,1,1,2,24,1,21,39,14,0,1,0,4,2,35,401,35401,14,2001,JN8DR09Y81W5,J,N,8,D,R,0,9,Y,8,1,W,5,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,50,0,1,9,98,6,2,1,0,0,0,1,4,85028,6,1,0,0,3,3,72,160,0,0,0,0,0,0,0,0,0,4,33,0,0,0,1,2,25,3,1,2,1,0,0,14,11,99,9,4,11,No Trailing Units,No Trailing Units,No Trailing Units,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
26,2016040021,4,40021,1,1,3,25,1,15,43,1,0,1,0,35,2,20,481,20481,31,2009,1GCEC19X89Z1,1,G,C,E,C,1,9,X,8,9,Z,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,0,6,2,1,0,0,0,1,4,86547,6,1,0,0,3,0,68,160,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,2,65,1,1,2,1,0,0,6,9,99,5,4,7,No Trailing Units,No Trailing Units,No Trailing Units,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
27,2016040022,4,40022,1,2,1,26,1,13,26,12,1,1,0,4,1,20,37,20037,4,2006,1G1ZT51826F1,1,G,1,Z,T,5,1,8,2,6,F,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,32,0,0,1,4,86409,6,1,0,0,3,0,69,135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,65,1,5,2,1,0,0,1,50,1,1,1,20,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
28,2016040022,4,40022,2,2,2,26,1,13,26,12,1,1,0,4,1,9,20,9020,4,1999,1P3ES47C8XD1,1,P,3,E,S,4,7,C,8,X,D,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,4,86409,6,1,0,0,3,0,61,189,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,2,65,1,5,2,1,0,0,5,53,1,1,1,21,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
29,2016040023,4,40023,1,1,1,28,1,10,32,9,0,1,0,4,2,49,40,49040,4,1998,4T1BG22K7WU2,4,T,1,B,G,2,2,K,7,W,U,2,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,53,0,0,0,82,6,2,9,0,0,0,1,4,85205,6,1,0,0,3,3,65,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,45,1,1,8,1,0,0,1,83,99,1,1,13,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
30,2016040024,4,40024,1,1,1,28,1,21,10,1,0,1,0,4,1,23,481,23481,31,2002,1GTHK23142F2,1,G,T,H,K,2,3,1,4,2,F,2,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,50,0,1,5,0,6,2,1,0,0,0,1,4,85641,6,1,0,0,3,3,72,245,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,2,35,2,3,8,1,0,0,14,9,99,9,4,7,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
31,2016040025,4,40025,1,1,1,30,1,20,28,38,0,1,0,4,2,72,706,72706,80,2012,1HD1TC811CB9,1,H,D,1,T,C,8,1,1,C,B,9,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,98,6,2,38,0,0,0,1,4,85053,6,1,0,0,3,0,68,200,1,0,0,1,0,6,2015,9,2015,4,0,0,0,0,5,3,25,2,1,8,1,0,0,14,12,99,9,4,10,No Trailing Units,No Trailing Units,No Trailing Units,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2016
32,2016040026,4,40026,1,1,99,9,1,19,20,8,0,1,1,99,9,99,399,99399,8,9999,Unknown,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,82,4,5,8,0,0,0,1,99,99999,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,2,2,40,1,1,8,1,0,0,1,81,99,9,4,5,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
33,2016040027,4,40027,1,1,1,13,1,13,43,1,0,1,0,4,1,49,472,49472,30,2007,5TEJU62N27Z4,5,T,E,J,U,6,2,N,2,7,Z,4,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,75,0,1,5,0,6,2,1,0,0,0,1,4,86336,6,1,0,0,3,0,71,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,75,1,1,2,1,0,0,1,13,99,4,4,1,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
34,2016040028,4,40028,1,2,2,14,1,16,10,12,6,1,0,4,1,20,443,20443,20,2002,1GNDX03E02D1,1,G,N,D,X,0,3,E,0,2,D,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,45,0,1,1,98,6,2,1,32,0,0,1,4,85736,6,1,0,0,3,0,63,140,0,0,0,0,0,0,0,0,0,9,99,99,99,99,2,4,45,1,1,8,1,3,3,1,17,99,1,3,69,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
35,2016040028,4,40028,2,2,1,14,1,16,10,12,6,1,0,4,1,12,23,12023,4,2011,3FAHP0GA8BR1,3,F,A,H,P,0,G,A,8,B,R,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,98,4,5,12,0,0,0,1,4,85757,6,1,0,0,3,0,65,230,0,0,0,0,0,0,0,0,0,9,99,99,99,99,2,3,45,1,1,8,1,3,3,11,15,99,1,3,68,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
36,2016040029,4,40029,1,1,4,15,1,19,46,42,0,1,0,4,1,20,481,20481,31,2001,1GNEK13TX1J2,1,G,N,E,K,1,3,T,X,1,J,2,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,45,0,1,5,98,6,2,1,0,0,0,1,4,85745,6,1,0,0,3,0,67,150,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,2,55,3,6,2,4,0,0,14,5,99,5,4,2,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
37,2016040030,4,40030,1,1,2,9,1,21,22,1,0,1,0,4,2,37,31,37031,4,2007,1HGFA16577L1,1,H,G,F,A,1,6,5,7,7,L,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,75,0,1,5,0,6,2,1,0,0,0,1,4,85043,6,1,0,0,3,0,62,192,0,0,0,0,0,0,0,0,0,0,80,0,0,0,2,2,75,1,1,2,1,0,0,1,1,99,9,4,2,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
38,2016040031,4,40031,1,2,1,16,1,8,15,12,2,1,0,4,1,49,472,49472,30,2004,5TESN92N24Z3,5,T,E,S,N,9,2,N,2,4,Z,3,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,4,86322,6,1,0,0,3,0,66,160,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,65,1,5,2,1,0,0,1,10,99,9,2,50,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
39,2016040031,4,40031,2,2,1,16,1,8,15,12,2,1,0,4,3,12,461,12461,21,2014,1FTNE1EW1EDA,1,F,T,N,E,1,E,W,1,E,D,A,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,4,86314,6,1,0,0,3,0,67,190,0,0,0,1,0,9,2012,9,2012,0,0,0,0,0,1,2,65,1,6,2,1,0,0,1,62,99,9,1,51,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
40,2016040032,4,40032,1,2,5,15,1,99,99,23,0,1,0,4,2,12,37,12037,4,2012,1FAHP3H26CL3,1,F,A,H,P,3,H,2,6,C,L,3,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,98,6,2,12,0,0,0,1,4,86547,6,1,0,0,3,3,68,210,0,0,0,0,0,0,0,0,0,4,87,58,0,0,1,2,65,1,1,1,10,0,0,6,5,99,9,4,2,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
41,2016040032,4,40032,2,2,99,15,1,99,99,23,0,1,0,30,1,37,441,37441,20,2012,5FNRL5H61CB0,5,F,N,R,L,5,H,6,1,C,B,0,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,12,6,2,12,0,0,0,1,30,59102,6,1,0,0,3,0,999,999,98,0,0,1,0,9,2015,9,2015,0,87,0,0,0,1,2,65,1,1,2,10,0,0,2,62,16,1,1,98,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
42,2016040033,4,40033,1,2,2,25,1,12,9,12,8,1,0,4,1,7,26,7026,4,2012,1C3CDZCB2CN2,1,C,3,C,D,Z,C,B,2,C,N,2,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,11,6,2,12,0,0,0,1,4,85335,6,1,0,0,3,0,66,140,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,4,40,1,1,2,1,3,3,11,15,9,1,1,68,No Trailing Units,No Trailing Units,No Trailing Units,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
43,2016040033,4,40033,2,2,1,25,1,12,9,12,8,1,0,53,1,72,706,72706,80,2005,1HD1FCW1X5Y6,1,H,D,1,F,C,W,1,X,5,Y,6,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,9,6,2,12,0,0,0,1,53,98019,6,1,0,0,3,0,70,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40,1,1,2,1,3,3,1,62,15,2,3,69,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
44,2016040034,4,40034,1,1,2,2,2,9,25,1,0,1,0,4,2,7,472,7472,30,2003,1D7HG42N33S1,1,D,7,H,G,4,2,N,3,3,S,1,0,0,0,Not Applicable,Not Applicable,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,0,6,2,1,0,0,0,1,4,86023,6,1,0,0,3,0,69,235,0,0,0,0,0,0,0,0,0,4,87,58,0,0,1,2,65,1,5,2,4,0,0,1,5,98,4,4,7,No Trailing Units,No Trailing Units,No Trailing Units,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2016
